latitude_decimal_degree,longitude_decimal_degree,ellipsoidal_height_m,decimal_hour,day_of_year,year,ortho_height_m_cgvd28,rcvr_clk_ns
-74.52593491388889,163.45791295277775,25.9288,23.99583,313,2018,0.99962173,-416230.157
-74.52593515277778,163.45791326388888,25.9717,23.99167,313,2018,0.99962172,-420229.386
-74.52593511944445,163.45791313611113,25.9716,23.98750,313,2018,0.99962172,-424229.434
-74.52593514999998,163.4579132361111,25.9712,23.98333,313,2018,0.99962172,-428230.964
-74.52593512777777,163.45791331944443,25.9992,23.97917,313,2018,0.99962172,-432233.042
-74.52593516666667,163.45791324722225,25.9685,23.97500,313,2018,0.99962172,-436235.840
-74.52593513888888,163.45791324166666,25.9784,23.97083,313,2018,0.99962172,-440239.814
-74.52593516388889,163.4579132722222,25.9793,23.96667,313,2018,0.99962172,-444245.236
-74.52593513333333,163.45791354444444,25.9917,23.96250,313,2018,0.99962172,-448252.020
-74.52593518055555,163.45791323055553,25.9723,23.95833,313,2018,0.99962172,-452259.436
-74.52593513888888,163.45791310277775,25.9772,23.95417,313,2018,0.99962172,-456268.117
-74.52593516666667,163.45791320277777,25.99,23.95000,313,2018,0.99962172,-460277.687
-74.52593516666667,163.45791320555554,25.9887,23.94583,313,2018,0.99962172,-464288.707
-74.52593516944444,163.45791324999996,25.9746,23.94167,313,2018,0.99962172,-468301.092
-74.52593510833331,163.45791317222222,25.9799,23.93750,313,2018,0.99962172,-472313.663
-74.52593513611112,163.45791321111108,25.9827,23.93333,313,2018,0.99962172,-476326.742
-74.52593519999999,163.4579134611111,25.9961,23.92917,313,2018,0.99962172,-480340.853
-74.52593514722223,163.45791334444442,25.9899,23.92500,313,2018,0.99962172,-484355.941
-74.525935225,163.45791355277774,25.9982,23.92083,313,2018,0.99962172,-488372.707
-74.52593514166666,163.4579132722222,25.9873,23.91667,313,2018,0.99962172,-492390.673
-74.5259351888889,163.45791323333327,25.9954,23.91250,313,2018,0.99962172,-496408.627
-74.52593516111111,163.4579132444444,25.9905,23.90833,313,2018,0.99962172,499571.650
-74.52593511388889,163.45791311388882,25.9992,23.90417,313,2018,0.99962172,495551.854
-74.52593514999998,163.45791322777774,25.9963,23.90000,313,2018,0.99962172,491531.344
-74.52593512777777,163.4579133333333,26.0262,23.89583,313,2018,0.99962171,487511.178
-74.52593512500002,163.45791323888884,25.9972,23.89167,313,2018,0.99962172,483491.073
-74.52593508888889,163.45791339166664,25.9802,23.88750,313,2018,0.99962172,479470.689
-74.52593512777777,163.4579133111111,26.0013,23.88333,313,2018,0.99962172,475449.295
-74.525935175,163.45791328888888,26.0277,23.87917,313,2018,0.99962171,471428.157
-74.5259351111111,163.45791320555554,26.0097,23.87500,313,2018,0.99962171,467406.336
-74.52593516388889,163.4579134138889,26.028,23.87083,313,2018,0.99962171,463383.414
-74.52593511666667,163.4579133694444,26.0187,23.86667,313,2018,0.99962171,459360.520
-74.52593507499999,163.4579130972222,26.016,23.86250,313,2018,0.99962171,455337.506
-74.52593513333333,163.45791323888884,26.0156,23.85833,313,2018,0.99962171,451314.541
-74.52593516111111,163.4579130611111,26.0341,23.85417,313,2018,0.99962171,447292.062
-74.52593514722223,163.45791334722222,26.0224,23.85000,313,2018,0.99962171,443269.341
-74.52593514444443,163.45791346944443,26.0295,23.84583,313,2018,0.99962171,439246.275
-74.52593513333333,163.45791324999996,26.0221,23.84167,313,2018,0.99962171,435222.233
-74.52593508333334,163.45791331666666,26.0387,23.83750,313,2018,0.99962171,431198.322
-74.52593513333333,163.45791337222218,26.0324,23.83333,313,2018,0.99962171,427173.147
-74.52593514166666,163.45791324999996,26.0062,23.82917,313,2018,0.99962171,423147.569
-74.52593513611112,163.45791323333327,26.032,23.82500,313,2018,0.99962171,419121.888
-74.52593510277778,163.4579131861111,26.0273,23.82083,313,2018,0.99962171,415095.674
-74.52593515277778,163.45791334166665,26.0404,23.81667,313,2018,0.99962171,411069.255
-74.52593511388889,163.45791339722217,26.0464,23.81250,313,2018,0.99962171,407041.587
-74.52593515277778,163.4579132361111,26.0369,23.80833,313,2018,0.99962171,403014.403
-74.52593520555556,163.45791328055554,26.0409,23.80417,313,2018,0.99962171,398986.975
-74.52593512222224,163.4579132583333,26.0397,23.80000,313,2018,0.99962171,394958.653
-74.52593514166666,163.45791312499995,26.0254,23.79583,313,2018,0.99962171,390929.613
-74.52593514444443,163.45791330277777,26.0452,23.79167,313,2018,0.99962171,386900.429
-74.52593516944444,163.45791324722225,26.0687,23.78750,313,2018,0.99962171,382870.189
