latitude_decimal_degree,longitude_decimal_degree,ellipsoidal_height_m,decimal_hour,day_of_year,year,ortho_height_m_cgvd28,rcvr_clk_ns
-74.40721383055556,163.4377401,79.729,23.99583,310,2018,0.99961440,-104998.498
-74.40721379722223,163.43773963055557,79.7309,23.99167,310,2018,0.99961440,-113243.828
-74.40721379166668,163.43773963333334,79.7049,23.98750,310,2018,0.99961440,-121493.334
-74.4072137888889,163.43773958888886,79.7282,23.98333,310,2018,0.99961440,-129745.857
-74.40721380555557,163.4377394777778,79.7492,23.97917,310,2018,0.99961439,-138002.161
-74.40721380833335,163.43773958055556,79.7328,23.97500,310,2018,0.99961440,-146262.359
-74.40721379722223,163.4377397166667,79.7291,23.97083,310,2018,0.99961440,-154525.488
-74.40721382500001,163.4377396361111,79.7396,23.96667,310,2018,0.99961439,-162790.122
-74.40721379444444,163.43773963333334,79.749,23.96250,310,2018,0.99961439,-171056.976
-74.40721382500001,163.4377397111111,79.7362,23.95833,310,2018,0.99961439,-179327.318
-74.40721383055556,163.43773992777784,79.7188,23.95417,310,2018,0.99961440,-187601.748
-74.40721382500001,163.43773968611114,79.736,23.95000,310,2018,0.99961439,-195879.462
-74.40721381944446,163.43773973333333,79.7223,23.94583,310,2018,0.99961440,-204160.759
-74.4072138027778,163.43773968888888,79.7356,23.94167,310,2018,0.99961439,-212445.894
-74.40721379166668,163.4377399166667,79.7236,23.93750,310,2018,0.99961440,-220735.076
-74.40721381111113,163.4377396638889,79.7427,23.93333,310,2018,0.99961439,-229027.190
-74.4072137888889,163.43773947222223,79.7462,23.92917,310,2018,0.99961439,-237322.770
-74.40721383333334,163.43773960833337,79.7475,23.92500,310,2018,0.99961439,-245621.924
-74.40721381388892,163.43773984444445,79.7233,23.92083,310,2018,0.99961440,-253925.282
-74.40721382777778,163.43773958055556,79.7501,23.91667,310,2018,0.99961439,-262231.637
-74.40721377499999,163.43773973055556,79.7378,23.91250,310,2018,0.99961439,-270542.213
-74.40721384166667,163.43773968333335,79.7508,23.90833,310,2018,0.99961439,-278856.308
-74.40721381111113,163.43773950277782,79.7235,23.90417,310,2018,0.99961440,-287173.869
-74.40721380833335,163.437739725,79.7422,23.90000,310,2018,0.99961439,-295495.031
-74.40721382777778,163.4377395777778,79.7216,23.89583,310,2018,0.99961440,-303818.802
-74.40721383055556,163.4377396361111,79.7511,23.89167,310,2018,0.99961439,-312145.247
-74.40721381388892,163.43773954444447,79.7489,23.88750,310,2018,0.99961439,-320475.146
-74.40721380000002,163.43773971388893,79.7446,23.88333,310,2018,0.99961439,-328809.901
-74.4072138611111,163.43773982777782,79.7693,23.87917,310,2018,0.99961439,-337148.432
-74.40721381944446,163.43773960833337,79.7482,23.87500,310,2018,0.99961439,-345490.406
-74.40721384444446,163.43773943055555,79.759,23.87083,310,2018,0.99961439,-353835.355
-74.40721379444444,163.43773962777777,79.7502,23.86667,310,2018,0.99961439,-362183.473
-74.40721383611111,163.43773936944442,79.7651,23.86250,310,2018,0.99961439,-370534.359
-74.40721378611113,163.4377395527778,79.748,23.85833,310,2018,0.99961439,-378889.601
-74.40721378333335,163.43773959166668,79.7354,23.85417,310,2018,0.99961439,-387247.890
-74.40721381944446,163.4377396,79.7587,23.85000,310,2018,0.99961439,-395610.106
-74.40721381111113,163.4377395,79.7073,23.84583,310,2018,0.99961440,-403975.864
-74.40721380833335,163.43773959166668,79.7587,23.84167,310,2018,0.99961439,-412345.282
-74.40721375833334,163.43773959722225,79.7433,23.83750,310,2018,0.99961439,-420716.974
-74.40721378055557,163.43773956944446,79.7518,23.83333,310,2018,0.99961439,-429092.709
-74.40721380000002,163.4377395777778,79.7926,23.82917,310,2018,0.99961439,-437472.455
-74.40721376666667,163.43773955555557,79.7587,23.82500,310,2018,0.99961439,-445855.501
-74.40721381944446,163.43773948055554,79.7252,23.82083,310,2018,0.99961440,-454241.787
-74.40721378333335,163.4377395,79.7574,23.81667,310,2018,0.99961439,-462631.248
-74.40721378333335,163.43773965,79.7305,23.81250,310,2018,0.99961440,-471024.001
-74.40721380833335,163.43773953888893,79.7541,23.80833,310,2018,0.99961439,-479420.781
-74.40721381111113,163.437739575,79.7529,23.80417,310,2018,0.99961439,-487821.443
-74.40721379444444,163.43773964444443,79.7537,23.80000,310,2018,0.99961439,-496225.105
-74.40721372499999,163.43773957222223,79.7481,23.79583,310,2018,0.99961439,495367.072
-74.40721375833334,163.43773961666668,79.7469,23.79167,310,2018,0.99961439,486956.381
-74.40721375833334,163.43773956111113,79.762,23.78750,310,2018,0.99961439,478542.313
-74.40721378333335,163.43773955000003,79.7482,23.78333,310,2018,0.99961439,470126.125
-74.40721378055557,163.43773965,79.7305,23.77917,310,2018,0.99961440,461706.309
-74.4072138027778,163.43773949722225,79.7624,23.77500,310,2018,0.99961439,453282.510
-74.40721380555557,163.4377393277778,79.7808,23.77083,310,2018,0.99961439,444855.621
-74.4072137722222,163.4377396,79.7549,23.76667,310,2018,0.99961439,436424.856
-74.40721375277779,163.4377397111111,79.7321,23.76250,310,2018,0.99961440,427991.107
-74.40721375833334,163.4377396027778,79.7603,23.75833,310,2018,0.99961439,419553.809
-74.40721372777777,163.4377394638889,79.7887,23.75417,310,2018,0.99961439,411112.938
-74.4072138027778,163.4377395416667,79.7668,23.75000,310,2018,0.99961439,402668.023
