latitude_decimal_degree,longitude_decimal_degree,ellipsoidal_height_m,decimal_hour,day_of_year,year,ortho_height_m_cgvd28,rcvr_clk_ns
-74.4072405527778,163.43768711944446,79.7658,23.99583,318,2018,0.99961439,-349849.374
-74.40724050277778,163.43768677222224,79.749,23.99167,318,2018,0.99961439,-358791.255
-74.40724047222224,163.43768679444446,79.7265,23.98750,318,2018,0.99961440,-367735.180
-74.4072405,163.43768680277776,79.7504,23.98333,318,2018,0.99961439,-376680.350
-74.40724050555556,163.43768670277777,79.7186,23.97917,318,2018,0.99961440,-385626.658
-74.40724050555556,163.43768682777778,79.7454,23.97500,318,2018,0.99961439,-394573.202
-74.40724044722221,163.43768679444446,79.7326,23.97083,318,2018,0.99961440,-403519.970
-74.40724046944446,163.43768691944447,79.7434,23.96667,318,2018,0.99961440,-412468.258
-74.40724047500002,163.43768673333338,79.7756,23.96250,318,2018,0.99961439,-421417.887
-74.40724046944446,163.43768683888888,79.7506,23.95833,318,2018,0.99961439,-430368.563
-74.40724049722223,163.43768667777775,79.7096,23.95417,318,2018,0.99961440,-439320.664
-74.40724046111114,163.43768685277777,79.7496,23.95000,318,2018,0.99961439,-448272.613
-74.40724048611112,163.4376870277778,79.7769,23.94583,318,2018,0.99961439,-457224.895
-74.40724044444445,163.43768685833334,79.754,23.94167,318,2018,0.99961439,-466178.313
-74.4072405,163.43768663055556,79.7089,23.93750,318,2018,0.99961440,-475132.986
-74.40724040833335,163.43768682777778,79.7527,23.93333,318,2018,0.99961439,-484088.359
-74.40724035555556,163.43768682777778,79.7585,23.92917,318,2018,0.99961439,-493044.356
-74.40724042777778,163.43768686666667,79.7468,23.92500,318,2018,0.99961439,497998.895
-74.40724044999999,163.43768679166664,79.7384,23.92083,318,2018,0.99961440,489042.865
-74.40724043888889,163.43768692777778,79.7498,23.91667,318,2018,0.99961439,480086.744
-74.4072403777778,163.43768691111111,79.7009,23.91250,318,2018,0.99961440,471129.481
-74.40724042222223,163.43768686666667,79.7446,23.90833,318,2018,0.99961440,462171.001
-74.40724038055556,163.43768709166667,79.7819,23.90417,318,2018,0.99961439,453212.231
-74.4072404,163.43768685833334,79.7429,23.90000,318,2018,0.99961440,444252.382
-74.40724039444444,163.43768698333335,79.7441,23.89583,318,2018,0.99961440,435291.590
-74.40724039166669,163.43768691666665,79.748,23.89167,318,2018,0.99961439,426330.466
-74.40724040555557,163.4376868611111,79.7473,23.88750,318,2018,0.99961439,417367.641
-74.40724038333335,163.4376869527778,79.7471,23.88333,318,2018,0.99961439,408404.054
-74.40724038333335,163.437686875,79.7501,23.87917,318,2018,0.99961439,399439.712
-74.4072403888889,163.43768691111111,79.7554,23.87500,318,2018,0.99961439,390475.826
-74.40724036388889,163.43768690555555,79.7815,23.87083,318,2018,0.99961439,381511.811
-74.40724039166669,163.43768690833335,79.7484,23.86667,318,2018,0.99961439,372548.179
-74.40724041944446,163.4376870305556,79.7493,23.86250,318,2018,0.99961439,363584.945
-74.40724038333335,163.43768685555557,79.7381,23.85833,318,2018,0.99961440,354621.658
-74.4072404,163.43768705555556,79.7326,23.85417,318,2018,0.99961440,345659.245
-74.40724039444444,163.43768681944445,79.7397,23.85000,318,2018,0.99961440,336696.840
-74.40724043888889,163.4376869138889,79.7649,23.84583,318,2018,0.99961439,327733.061
-74.40724039444444,163.43768681111115,79.7429,23.84167,318,2018,0.99961440,318768.281
-74.40724041111113,163.43768698888888,79.7188,23.83750,318,2018,0.99961440,309803.237
-74.40724040277779,163.4376868638889,79.7506,23.83333,318,2018,0.99961439,300838.243
-74.40724037500001,163.43768660277777,79.7411,23.82917,318,2018,0.99961440,291872.193
-74.40724038055556,163.43768684444444,79.7526,23.82500,318,2018,0.99961439,282905.024
-74.40724032500003,163.4376866972222,79.7432,23.82083,318,2018,0.99961440,273936.317
-74.40724039166669,163.43768688611115,79.7472,23.81667,318,2018,0.99961439,264965.972
-74.40724039722224,163.4376869305556,79.7836,23.81250,318,2018,0.99961439,255994.497
-74.4072403888889,163.43768683333334,79.7524,23.80833,318,2018,0.99961439,247021.780
-74.40724037222223,163.43768666388888,79.7634,23.80417,318,2018,0.99961439,238048.747
-74.40724039722224,163.43768679444446,79.755,23.80000,318,2018,0.99961439,229074.982
-74.40724041111113,163.4376866888889,79.7403,23.79583,318,2018,0.99961440,220101.454
-74.40724037500001,163.43768686944443,79.7561,23.79167,318,2018,0.99961439,211128.227
-74.40724045277777,163.43768681111115,79.7468,23.78750,318,2018,0.99961439,202154.544
-74.40724039166669,163.43768686944443,79.761,23.78333,318,2018,0.99961439,193179.499
-74.40724038055556,163.43768682777778,79.7602,23.77917,318,2018,0.99961439,184204.855
-74.40724040833335,163.43768683888888,79.7601,23.77500,318,2018,0.99961439,175229.177
-74.40724032777781,163.43768668611108,79.7512,23.77083,318,2018,0.99961439,166253.356
-74.40724036666667,163.43768683055555,79.7601,23.76667,318,2018,0.99961439,157276.735
-74.4072403777778,163.43768702222224,79.7813,23.76250,318,2018,0.99961439,148299.581
-74.40724036388889,163.43768685277777,79.7584,23.75833,318,2018,0.99961439,139321.848
-74.40724042222223,163.43768690000002,79.7762,23.75417,318,2018,0.99961439,130343.275
-74.40724037222223,163.43768677222224,79.7619,23.75000,318,2018,0.99961439,121364.302
-74.40724033333335,163.4376866888889,79.761,23.74583,318,2018,0.99961439,112383.808
