latitude_decimal_degree,longitude_decimal_degree,ellipsoidal_height_m,decimal_hour,day_of_year,year,ortho_height_m_cgvd28,rcvr_clk_ns
-74.42555451111112,163.41854526666665,64.356,23.99167,311,2018,0.99961740,-33.322
-74.42555453333335,163.41854543055555,64.3569,23.98333,311,2018,0.99961740,-34.159
-74.42555458055556,163.41854538055554,64.3653,23.97500,311,2018,0.99961740,-34.864
-74.42555451944445,163.41854542777776,64.3601,23.96667,311,2018,0.99961740,-35.790
-74.42555452777778,163.41854541666666,64.3633,23.95833,311,2018,0.99961740,-36.907
-74.4255545138889,163.4185454583333,64.3441,23.95000,311,2018,0.99961740,-37.916
-74.42555452222223,163.41854548888884,64.3623,23.94167,311,2018,0.99961740,-39.018
-74.42555456666669,163.41854555,64.3716,23.93333,311,2018,0.99961740,-40.482
-74.42555455,163.4185454833333,64.3678,23.92500,311,2018,0.99961740,-41.916
-74.42555446388891,163.4185458388889,64.3564,23.91667,311,2018,0.99961740,-43.194
-74.42555454444447,163.4185455861111,64.3694,23.90833,311,2018,0.99961740,-43.360
-74.42555454444447,163.4185453861111,64.373,23.90000,311,2018,0.99961740,-43.456
-74.42555455555556,163.4185454472222,64.3718,23.89167,311,2018,0.99961740,-43.505
-74.42555462222224,163.41854535,64.3866,23.88333,311,2018,0.99961739,-43.445
-74.42555461944445,163.41854525833332,64.3777,23.87500,311,2018,0.99961740,-43.511
-74.425554625,163.4185454694444,64.3863,23.86667,311,2018,0.99961739,-43.674
-74.42555458055556,163.4185452972222,64.3845,23.85833,311,2018,0.99961739,-43.903
-74.42555457222223,163.41854544999998,64.3828,23.85000,311,2018,0.99961739,-43.838
-74.42555459722224,163.41854529444444,64.3927,23.84167,311,2018,0.99961739,-43.900
-74.42555445833334,163.41854561944442,64.3603,23.83333,311,2018,0.99961740,-44.283
-74.42555461944445,163.41854523611113,64.3962,23.82500,311,2018,0.99961739,-44.499
-74.42555463055557,163.41854549722223,64.3994,23.81667,311,2018,0.99961739,-44.451
-74.4255546027778,163.41854532499997,64.4061,23.80833,311,2018,0.99961739,-44.510
-74.42555461666669,163.41854536944444,64.3961,23.80000,311,2018,0.99961739,-44.502
-74.42555461666669,163.41854533055553,64.4141,23.79167,311,2018,0.99961739,-44.611
-74.42555464166666,163.4185453861111,64.4189,23.78333,311,2018,0.99961739,-44.559
-74.42555463888888,163.4185451611111,64.3994,23.77500,311,2018,0.99961739,-44.806
-74.42555464444445,163.41854526666665,64.4095,23.76667,311,2018,0.99961739,-44.950
-74.42555466388889,163.41854523055557,64.4172,23.75833,311,2018,0.99961739,-45.141
-74.42555451666666,163.41854564166667,64.3932,23.75000,311,2018,0.99961739,-45.337
-74.42555468055558,163.41854536388885,64.4158,23.74167,311,2018,0.99961739,-45.684
-74.42555470833334,163.4185453361111,64.4228,23.73333,311,2018,0.99961739,-46.197
-74.42555464444445,163.4185452416667,64.4132,23.72500,311,2018,0.99961739,-46.769
-74.42555468333333,163.41854537499995,64.4175,23.71667,311,2018,0.99961739,-46.986
-74.4255546888889,163.41854525277776,64.4192,23.70833,311,2018,0.99961739,-47.273
-74.42555466388889,163.4185452194444,64.4285,23.70000,311,2018,0.99961739,-47.612
-74.42555468055558,163.41854536666662,64.4342,23.69167,311,2018,0.99961739,-48.168
-74.42555466666668,163.41854523888884,64.4215,23.68333,311,2018,0.99961739,-48.802
-74.425554625,163.41854542222222,64.4255,23.67500,311,2018,0.99961739,-49.570
-74.4255545388889,163.41854565,64.411,23.66667,311,2018,0.99961739,-50.551
-74.4255546138889,163.41854525833332,64.4291,23.65833,311,2018,0.99961739,-51.339
-74.42555462777779,163.41854525,64.4199,23.65000,311,2018,0.99961739,-51.089
-74.42555464722223,163.41854537499995,64.4224,23.64167,311,2018,0.99961739,-50.957
-74.42555469722224,163.41854543055555,64.4411,23.63333,311,2018,0.99961739,-50.550
-74.42555470000002,163.41854539166667,64.4598,23.62500,311,2018,0.99961738,-50.165
-74.42555465555556,163.41854547777774,64.4526,23.61667,311,2018,0.99961738,-50.105
-74.42555468333333,163.41854548888884,64.4427,23.60833,311,2018,0.99961739,-49.990
-74.42555470000002,163.41854520277775,64.4573,23.60000,311,2018,0.99961738,-49.793
-74.42555474166669,163.41854528055555,64.4677,23.59167,311,2018,0.99961738,-49.522
-74.42555459166667,163.41854565833333,64.4409,23.58333,311,2018,0.99961739,-49.508
-74.425554725,163.41854527777778,64.4521,23.57500,311,2018,0.99961738,-49.637
-74.4255547388889,163.41854541666666,64.4582,23.56667,311,2018,0.99961738,-49.449
-74.42555473333336,163.41854534722216,64.4536,23.55833,311,2018,0.99961738,-49.351
-74.42555475000002,163.4185452277777,64.4565,23.55000,311,2018,0.99961738,-49.227
-74.42555472777778,163.4185453861111,64.4531,23.54167,311,2018,0.99961738,-49.195
-74.4255546888889,163.4185452638889,64.442,23.53333,311,2018,0.99961739,-48.904
-74.42555468611111,163.41854565277777,64.4484,23.52500,311,2018,0.99961738,-48.717
-74.42555464444445,163.41854533888886,64.4273,23.51667,311,2018,0.99961739,-48.502
-74.42555468055558,163.41854546388885,64.4345,23.50833,311,2018,0.99961739,-48.439
-74.42555458333334,163.41854572499997,64.4431,23.50000,311,2018,0.99961739,-48.361
-74.42555467500001,163.41854543055555,64.4458,23.49167,311,2018,0.99961738,-48.136
-74.425554625,163.41854535,64.4228,23.48333,311,2018,0.99961739,-47.852
