latitude_decimal_degree,longitude_decimal_degree,ellipsoidal_height_m,decimal_hour,day_of_year,year,ortho_height_m_cgvd28,rcvr_clk_ns
-74.42556607499999,163.418521975,64.4757,23.99167,315,2018,0.99961738,-46.768
-74.4255661138889,163.4185221416667,64.4735,23.98333,315,2018,0.99961738,-46.356
-74.42556608333334,163.4185221722222,64.4717,23.97500,315,2018,0.99961738,-46.138
-74.42556608055556,163.4185220888889,64.4644,23.96667,315,2018,0.99961738,-46.177
-74.42556608888891,163.41852228888888,64.4716,23.95833,315,2018,0.99961738,-46.215
-74.42556607222222,163.41852204722218,64.466,23.95000,315,2018,0.99961738,-46.258
-74.42556606666668,163.4185221027777,64.4607,23.94167,315,2018,0.99961738,-46.111
-74.42556604444447,163.41852200555556,64.4529,23.93333,315,2018,0.99961738,-45.779
-74.42556605833336,163.41852217499996,64.4652,23.92500,315,2018,0.99961738,-45.663
-74.42556609444445,163.4185221972222,64.4789,23.91667,315,2018,0.99961738,-45.507
-74.42556610000001,163.41852220277775,64.4803,23.90833,315,2018,0.99961738,-45.572
-74.42556609444445,163.41852213888887,64.4738,23.90000,315,2018,0.99961738,-45.573
-74.42556607222222,163.41852203888885,64.4766,23.89167,315,2018,0.99961738,-45.526
-74.42556608055556,163.41852216666666,64.476,23.88333,315,2018,0.99961738,-45.574
-74.42556611111111,163.41852217499996,64.4791,23.87500,315,2018,0.99961738,-45.671
-74.4255661138889,163.4185221333333,64.4793,23.86667,315,2018,0.99961738,-45.667
-74.42556608333334,163.41852206388884,64.4746,23.85833,315,2018,0.99961738,-45.530
-74.4255660527778,163.41852204722218,64.4763,23.85000,315,2018,0.99961738,-45.705
-74.42556602500001,163.41852196944444,64.454,23.84167,315,2018,0.99961738,-45.914
-74.42556603333334,163.41852204999995,64.4655,23.83333,315,2018,0.99961738,-45.419
-74.42556600555557,163.41852213055557,64.4693,23.82500,315,2018,0.99961738,-45.439
-74.42556599722224,163.41852192222223,64.4689,23.81667,315,2018,0.99961738,-45.283
-74.42556600277779,163.418522025,64.4768,23.80833,315,2018,0.99961738,-45.426
-74.425565975,163.4185219472222,64.4657,23.80000,315,2018,0.99961738,-45.227
-74.42556598888889,163.4185221083333,64.4684,23.79167,315,2018,0.99961738,-45.166
-74.42556598333336,163.41852202222222,64.4714,23.78333,315,2018,0.99961738,-45.370
-74.42556595,163.41852194166663,64.4667,23.77500,315,2018,0.99961738,-45.027
-74.4255659388889,163.41852193055553,64.4542,23.76667,315,2018,0.99961738,-44.753
-74.42556595277779,163.418522025,64.4608,23.75833,315,2018,0.99961738,-44.617
-74.42556600000002,163.41852196666665,64.4661,23.75000,315,2018,0.99961738,-44.729
-74.42556599444447,163.4185222166666,64.4672,23.74167,315,2018,0.99961738,-44.706
-74.42556594166666,163.41852199166667,64.4569,23.73333,315,2018,0.99961738,-44.713
-74.42556598333336,163.41852202777775,64.4538,23.72500,315,2018,0.99961738,-44.822
-74.42556593055558,163.4185220555555,64.4599,23.71667,315,2018,0.99961738,-45.102
-74.42556593333335,163.41852208611107,64.4432,23.70833,315,2018,0.99961739,-45.257
-74.4255659388889,163.41852215,64.4608,23.70000,315,2018,0.99961738,-45.392
-74.42556595555556,163.4185220888889,64.4654,23.69167,315,2018,0.99961738,-45.506
-74.4255659277778,163.41852209722222,64.4687,23.68333,315,2018,0.99961738,-45.884
-74.42556596111112,163.41852204722218,64.4564,23.67500,315,2018,0.99961738,-46.146
-74.42556593055558,163.41852209444443,64.4636,23.66667,315,2018,0.99961738,-46.553
-74.4255659388889,163.4185220583333,64.46,23.65833,315,2018,0.99961738,-46.875
-74.42556596666667,163.41852202777775,64.4757,23.65000,315,2018,0.99961738,-47.398
-74.42556595,163.41852204999995,64.4564,23.64167,315,2018,0.99961738,-47.578
-74.42556594166666,163.41852194166663,64.4571,23.63333,315,2018,0.99961738,-47.677
-74.42556589722223,163.4185219083333,64.4664,23.62500,315,2018,0.99961738,-47.839
-74.42556590555556,163.41852186666665,64.4767,23.61667,315,2018,0.99961738,-47.774
-74.42556593333335,163.41852210555555,64.4738,23.60833,315,2018,0.99961738,-47.777
-74.42556599444447,163.41852203055555,64.4729,23.60000,315,2018,0.99961738,-47.738
-74.42556599444447,163.41852204444442,64.4665,23.59167,315,2018,0.99961738,-47.823
-74.42556595555556,163.41852193055553,64.4634,23.58333,315,2018,0.99961738,-47.688
-74.4255659861111,163.41852193888886,64.475,23.57500,315,2018,0.99961738,-47.688
-74.42556596666667,163.41852191388884,64.4826,23.56667,315,2018,0.99961738,-47.732
-74.4255659861111,163.41852201944442,64.4769,23.55833,315,2018,0.99961738,-48.007
-74.42556597222223,163.41852192499996,64.468,23.55000,315,2018,0.99961738,-48.032
-74.42556599444447,163.41852183333333,64.4684,23.54167,315,2018,0.99961738,-48.122
-74.42556599444447,163.41852202777775,64.484,23.53333,315,2018,0.99961738,-48.245
-74.42556597222223,163.41852201666669,64.4672,23.52500,315,2018,0.99961738,-48.371
-74.42556595,163.41852188888885,64.4561,23.51667,315,2018,0.99961738,-48.711
-74.42556595555556,163.41852199444443,64.4653,23.50833,315,2018,0.99961738,-49.004
-74.42556596666667,163.41852201388886,64.4645,23.50000,315,2018,0.99961738,-49.299
-74.4255659277778,163.41852204722218,64.4656,23.49167,315,2018,0.99961738,-49.277
-74.42556598333336,163.41852209722222,64.4622,23.48333,315,2018,0.99961738,-49.340
-74.42556596666667,163.4185220888889,64.4642,23.47500,315,2018,0.99961738,-49.322
-74.42556595277779,163.41852216944443,64.4669,23.46667,315,2018,0.99961738,-49.603
-74.42556600833333,163.41852213611114,64.4726,23.45833,315,2018,0.99961738,-49.689
-74.42556593333335,163.4185220694444,64.4593,23.45000,315,2018,0.99961738,-49.924
-74.42556596111112,163.41852215,64.4709,23.44167,315,2018,0.99961738,-50.147
-74.42556596944445,163.418522025,64.4778,23.43333,315,2018,0.99961738,-50.326
-74.42556599444447,163.41852220555552,64.472,23.42500,315,2018,0.99961738,-50.750
-74.4255659388889,163.41852204166665,64.4506,23.41667,315,2018,0.99961738,-51.312
-74.42556593055558,163.41852206388884,64.464,23.40833,315,2018,0.99961738,-51.977
-74.42556590833334,163.4185220805555,64.4469,23.40000,315,2018,0.99961739,-52.573
-74.42556592222225,163.41852210555555,64.4605,23.39167,315,2018,0.99961738,-53.432
-74.42556591944447,163.41852215833333,64.4664,23.38333,315,2018,0.99961738,-53.506
-74.42556591388889,163.41852217777773,64.4591,23.37500,315,2018,0.99961738,-53.403
-74.42556590277778,163.41852233333327,64.464,23.36667,315,2018,0.99961738,-53.340
-74.4255659861111,163.41852238055554,64.4803,23.35833,315,2018,0.99961738,-53.126
-74.42556595555556,163.4185222472222,64.4805,23.35000,315,2018,0.99961738,-52.675
-74.42556595,163.41852226666666,64.4801,23.34167,315,2018,0.99961738,-52.557
-74.42556595,163.41852238888887,64.4634,23.33333,315,2018,0.99961738,-52.360
-74.42556596111112,163.4185223277777,64.473,23.32500,315,2018,0.99961738,-52.276
-74.42556593055558,163.41852229999998,64.4716,23.31667,315,2018,0.99961738,-52.203
-74.42556590555556,163.41852240277777,64.4632,23.30833,315,2018,0.99961738,-52.327
-74.42556592222225,163.4185221944444,64.4802,23.30000,315,2018,0.99961738,-51.996
-74.42556601111112,163.4185223194444,64.4874,23.29167,315,2018,0.99961738,-51.876
-74.42556596944445,163.41852237499998,64.492,23.28333,315,2018,0.99961738,-51.764
-74.4255659277778,163.4185224111111,64.4712,23.27500,315,2018,0.99961738,-51.495
-74.42556598333336,163.4185223055555,64.4817,23.26667,315,2018,0.99961738,-51.462
-74.42556594444444,163.41852236944445,64.4791,23.25833,315,2018,0.99961738,-51.362
-74.42556594722222,163.4185223833333,64.4759,23.25000,315,2018,0.99961738,-51.210
-74.42556596111112,163.41852233611112,64.4851,23.24167,315,2018,0.99961738,-51.055
-74.42556595833334,163.4185223194444,64.4856,23.23333,315,2018,0.99961738,-51.016
-74.42556595555556,163.41852231111108,64.4859,23.22500,315,2018,0.99961738,-50.763
-74.42556585277777,163.41852228055555,64.4597,23.21667,315,2018,0.99961738,-50.540
-74.42556591388889,163.41852225277776,64.4824,23.20833,315,2018,0.99961738,-50.206
-74.425565875,163.41852217777773,64.4643,23.20000,315,2018,0.99961738,-49.941
-74.42556589166666,163.41852226666666,64.4693,23.19167,315,2018,0.99961738,-49.543
-74.42556594722222,163.4185222083333,64.4772,23.18333,315,2018,0.99961738,-49.237
-74.42556584722224,163.41852231388884,64.4492,23.17500,315,2018,0.99961739,-48.946
-74.42556593333335,163.41852221111108,64.4861,23.16667,315,2018,0.99961738,-48.925
-74.4255657888889,163.41852217499996,64.4454,23.15833,315,2018,0.99961739,-49.122
-74.42556586666669,163.41852233055553,64.4564,23.15000,315,2018,0.99961738,-48.757
-74.42556591666668,163.41852216944443,64.4698,23.14167,315,2018,0.99961738,-48.568
-74.42556585555556,163.41852228333332,64.4536,23.13333,315,2018,0.99961738,-48.427
-74.42556587222222,163.41852208333333,64.4571,23.12500,315,2018,0.99961738,-48.351
-74.42556584722224,163.418522275,64.4538,23.11667,315,2018,0.99961738,-48.117
-74.42556587777779,163.4185222638889,64.4595,23.10833,315,2018,0.99961738,-47.838
